customer_key,segment,signup_year
1354,Consumer,2024
1355,Consumer,2021
1356,Consumer,2021
1357,Consumer,2022
1358,Consumer,2023
1359,Small Business,2021
1360,Small Business,2019
1361,Consumer,2021
1362,Consumer,2019
1363,Consumer,2020
1364,Enterprise,2023
1365,Consumer,2020
1366,Consumer,2021
1367,Consumer,2021
1368,Consumer,2025
1369,Consumer,2020
1370,Small Business,2019
1371,Consumer,2022
1372,Small Business,2023
1373,Consumer,2022
1374,Small Business,2023
1375,Small Business,2025
1376,Enterprise,2023
1377,Consumer,2022
1378,Consumer,2023
1379,Consumer,2020
1380,Consumer,2020
1381,Consumer,2021
1382,Enterprise,2024
1383,Enterprise,2024
1384,Consumer,2022
1385,Consumer,2023
1386,Small Business,2024
1387,Small Business,2020
1388,Consumer,2019
1389,Consumer,2024
1390,Small Business,2019
1391,Consumer,2020
1392,Consumer,2021
1393,Enterprise,2024
1394,Enterprise,2021
1395,Small Business,2019
1396,Small Business,2019
1397,Consumer,2020
1398,Consumer,2019
1399,Consumer,2021
1400,Consumer,2019
1401,Consumer,2024
1402,Consumer,2019
1403,Consumer,2020
1404,Small Business,2019
1405,Consumer,2021
1406,Consumer,2024
1407,Consumer,2023
1408,Consumer,2025
1409,Small Business,2023
1410,Consumer,2021
1411,Consumer,2025
1412,Small Business,2020
1413,Consumer,2019
1414,Consumer,2021
1415,Consumer,2025
1416,Consumer,2024
1417,Consumer,2022
1418,Consumer,2025
1419,Consumer,2023
1420,Consumer,2020
1421,Consumer,2019
1422,Consumer,2019
1423,Small Business,2024
1424,Consumer,2021
1425,Consumer,2021
1426,Consumer,2021
1427,Consumer,2019
1428,Consumer,2019
1429,Small Business,2024
1430,Small Business,2023
1431,Consumer,2020
1432,Consumer,2019
1433,Small Business,2022
1434,Consumer,2019
1435,Consumer,2021
1436,Consumer,2024
1437,Consumer,2020
1438,Small Business,2024
1439,Consumer,2025
1440,Enterprise,2020
1441,Consumer,2023
1442,Consumer,2024
1443,Consumer,2022
1444,Consumer,2021
1445,Consumer,2025
1446,Consumer,2021
1447,Consumer,2020
1448,Consumer,2019
1449,Consumer,2025
1450,Consumer,2020
1451,Consumer,2019
1452,Consumer,2019
1453,Small Business,2021
1454,Small Business,2023
1455,Consumer,2023
1456,Consumer,2024
1457,Consumer,2023
1458,Consumer,2019
1459,Consumer,2024
1460,Consumer,2020
1461,Consumer,2025
1462,Consumer,2021
1463,Consumer,2019
1464,Consumer,2021
1465,Small Business,2022
1466,Small Business,2024
1467,Consumer,2022
1468,Small Business,2019
1469,Consumer,2019
1470,Small Business,2023
1471,Enterprise,2019
1472,Consumer,2022
1473,Small Business,2025
1474,Enterprise,2024
1475,Small Business,2023
1476,Enterprise,2021
1477,Consumer,2022
1478,Consumer,2019
1479,Small Business,2024
1480,Consumer,2019
1481,Consumer,2019
1482,Consumer,2023
1483,Consumer,2023
1484,Consumer,2022
1485,Small Business,2022
1486,Consumer,2023
1487,Small Business,2022
1488,Small Business,2019
1489,Consumer,2022
1490,Consumer,2019
1491,Consumer,2019
1492,Enterprise,2022
1493,Small Business,2023
1494,Consumer,2019
1495,Consumer,2021
1496,Consumer,2025
1497,Consumer,2024
1498,Enterprise,2024
1499,Small Business,2023
1500,Consumer,2020
1501,Small Business,2021
1502,Consumer,2023
1503,Small Business,2023
1504,Consumer,2019
1505,Consumer,2025
1506,Small Business,2025
1507,Consumer,2019
1508,Consumer,2023
1509,Enterprise,2020
1510,Consumer,2021
1511,Consumer,2025
1512,Consumer,2023
1513,Consumer,2021
1514,Consumer,2019
1515,Consumer,2024
1516,Small Business,2021
1517,Consumer,2023
1518,Consumer,2020
1519,Small Business,2024
1520,Consumer,2021
1521,Small Business,2024
1522,Consumer,2019
1523,Enterprise,2023
1524,Consumer,2025
1525,Consumer,2022
1526,Small Business,2022
1527,Consumer,2023
1528,Consumer,2024
1529,Consumer,2024
1530,Consumer,2019
1531,Consumer,2021
1532,Consumer,2024
1533,Consumer,2025
1534,Consumer,2023
1535,Consumer,2019
1536,Consumer,2023
1537,Consumer,2025
1538,Consumer,2024
1539,Consumer,2024
1540,Consumer,2022
1541,Consumer,2025
1542,Consumer,2023
1543,Consumer,2022
1544,Consumer,2025
1545,Consumer,2019
1546,Consumer,2019
1547,Small Business,2024
1548,Consumer,2019
1549,Consumer,2025
1550,Consumer,2025
1551,Consumer,2020
1552,Consumer,2025
1553,Consumer,2022
1554,Consumer,2022
1555,Consumer,2025
1556,Small Business,2024
1557,Enterprise,2025
1558,Consumer,2025
1559,Consumer,2024
1560,Small Business,2022
1561,Consumer,2020
1562,Small Business,2019
1563,Consumer,2020
1564,Small Business,2022
1565,Enterprise,2019
1566,Consumer,2021
1567,Consumer,2024
1568,Consumer,2019
1569,Consumer,2021
1570,Consumer,2025
1571,Enterprise,2021
1572,Consumer,2024
1573,Consumer,2023
1574,Small Business,2024
1575,Consumer,2024
1576,Consumer,2023
1577,Enterprise,2025
1578,Consumer,2020
1579,Consumer,2020
1580,Consumer,2023
1581,Enterprise,2024
1582,Consumer,2023
1583,Consumer,2025
1584,Consumer,2023
1585,Consumer,2024
1586,Small Business,2019
1587,Consumer,2019
1588,Enterprise,2024
1589,Consumer,2022
1590,Consumer,2021
1591,Small Business,2024
1592,Consumer,2021
1593,Consumer,2019
1594,Small Business,2022
1595,Consumer,2019
1596,Consumer,2025
1597,Enterprise,2021
1598,Consumer,2021
1599,Consumer,2024
1600,Consumer,2019
1601,Consumer,2023
1602,Consumer,2025
1603,Consumer,2019
1604,Consumer,2025
1605,Consumer,2023
1606,Consumer,2020
1607,Consumer,2024
1608,Consumer,2024
1609,Consumer,2025
1610,Consumer,2025
1611,Consumer,2023
1612,Small Business,2019
1613,Consumer,2024
1614,Consumer,2024
1615,Small Business,2024
1616,Consumer,2020
1617,Consumer,2024
1618,Consumer,2024
1619,Consumer,2019
1620,Consumer,2019
1621,Small Business,2019
1622,Consumer,2023
1623,Small Business,2021
1624,Small Business,2024
1625,Consumer,2025
1626,Consumer,2019
1627,Consumer,2024
1628,Enterprise,2024
1629,Consumer,2019
1630,Consumer,2019
1631,Consumer,2024
1632,Consumer,2019
1633,Consumer,2020
1634,Consumer,2025
1635,Consumer,2024
1636,Small Business,2025
1637,Consumer,2020
1638,Consumer,2024
1639,Consumer,2023
1640,Consumer,2025
1641,Consumer,2020
1642,Consumer,2019
1643,Consumer,2021
1644,Consumer,2022
1645,Consumer,2023
1646,Consumer,2025
1647,Consumer,2023
1648,Consumer,2025
1649,Consumer,2024
1650,Consumer,2021
1651,Consumer,2024
1652,Small Business,2021
1653,Enterprise,2024
1654,Small Business,2023
1655,Consumer,2020
1656,Consumer,2019
1657,Consumer,2025
1658,Small Business,2024
1659,Small Business,2019
1660,Small Business,2020
1661,Small Business,2022
1662,Consumer,2022
1663,Small Business,2021
1664,Small Business,2020
1665,Consumer,2023
1666,Small Business,2024
1667,Consumer,2023
1668,Enterprise,2025
1669,Small Business,2021
1670,Consumer,2022
1671,Consumer,2021
1672,Consumer,2025
1673,Small Business,2021
1674,Small Business,2021
1675,Consumer,2024
1676,Small Business,2021
1677,Consumer,2021
1678,Consumer,2024
1679,Consumer,2019
1680,Consumer,2019
1681,Consumer,2025
1682,Consumer,2020
1683,Consumer,2024
1684,Consumer,2023
1685,Small Business,2020
1686,Consumer,2020
1687,Small Business,2025
1688,Consumer,2025
1689,Consumer,2020
1690,Consumer,2022
1691,Consumer,2025
1692,Consumer,2020
1693,Consumer,2023
1694,Consumer,2021
1695,Consumer,2025
1696,Consumer,2020
1697,Consumer,2022
1698,Small Business,2023
1699,Consumer,2023
1700,Enterprise,2019
1701,Small Business,2019
1702,Enterprise,2024
1703,Small Business,2024
1704,Consumer,2020
1705,Consumer,2023
1706,Consumer,2020
1707,Small Business,2021
1708,Consumer,2023
1709,Consumer,2023
1710,Small Business,2021
1711,Consumer,2024
1712,Consumer,2022
1713,Small Business,2024
1714,Consumer,2022
1715,Consumer,2021
1716,Small Business,2020
1717,Consumer,2019
1718,Consumer,2022
1719,Consumer,2022
1720,Consumer,2025
1721,Consumer,2020
1722,Small Business,2019
1723,Small Business,2025
1724,Consumer,2023
1725,Consumer,2019
1726,Consumer,2021
1727,Consumer,2025
1728,Consumer,2025
1729,Consumer,2022
1730,Consumer,2019
1731,Enterprise,2023
1732,Consumer,2019
1733,Small Business,2021
1734,Consumer,2021
1735,Small Business,2024
1736,Consumer,2023
1737,Consumer,2022
1738,Small Business,2019
1739,Enterprise,2019
1740,Consumer,2024
1741,Consumer,2023
1742,Consumer,2021
1743,Consumer,2024
1744,Consumer,2025
1745,Small Business,2019
1746,Consumer,2025
1747,Consumer,2020
1748,Consumer,2024
1749,Consumer,2023
1750,Consumer,2024
1751,Consumer,2019
1752,Consumer,2023
1753,Consumer,2025
1754,Enterprise,2024
1755,Small Business,2024
1756,Small Business,2020
1757,Consumer,2020
1758,Consumer,2024
1759,Consumer,2021
1760,Consumer,2022
1761,Consumer,2020
1762,Consumer,2024
1763,Consumer,2022
1764,Consumer,2022
1765,Consumer,2025
1766,Consumer,2023
1767,Consumer,2022
1768,Consumer,2021
1769,Consumer,2023
1770,Consumer,2021
1771,Consumer,2020
1772,Small Business,2021
1773,Consumer,2021
1774,Consumer,2024
1775,Enterprise,2022
1776,Consumer,2020
1777,Small Business,2020
1778,Small Business,2025
1779,Consumer,2025
1780,Consumer,2024
1781,Consumer,2024
1782,Enterprise,2025
1783,Consumer,2023
1784,Consumer,2025
1785,Consumer,2025
1786,Consumer,2022
1787,Small Business,2020
1788,Consumer,2025
1789,Small Business,2024
1790,Small Business,2022
1791,Consumer,2025
1792,Consumer,2019
1793,Small Business,2024
1794,Small Business,2019
1795,Small Business,2019
1796,Consumer,2019
1797,Consumer,2019
1798,Consumer,2020
1799,Small Business,2021
1800,Consumer,2021
1801,Consumer,2021
1802,Consumer,2025
1803,Consumer,2022
1804,Consumer,2020
1805,Consumer,2019
1806,Consumer,2025
1807,Small Business,2020
1808,Small Business,2024
1809,Consumer,2024
1810,Consumer,2025
1811,Enterprise,2020
1812,Consumer,2024
1813,Consumer,2024
1814,Consumer,2025
1815,Consumer,2023
1816,Consumer,2019
1817,Small Business,2022
1818,Consumer,2022
1819,Consumer,2022
1820,Small Business,2021
1821,Enterprise,2024
1822,Small Business,2020
1823,Consumer,2022
1824,Consumer,2022
1825,Consumer,2023
1826,Consumer,2022
1827,Consumer,2025
1828,Consumer,2025
1829,Consumer,2022
1830,Small Business,2020
1831,Enterprise,2024
1832,Consumer,2025
1833,Consumer,2025
1834,Consumer,2020
1835,Consumer,2019
1836,Consumer,2023
1837,Consumer,2021
1838,Small Business,2021
1839,Consumer,2019
1840,Small Business,2025
1841,Consumer,2019
1842,Consumer,2023
1843,Consumer,2025
1844,Consumer,2019
1845,Consumer,2023
1846,Enterprise,2025
1847,Consumer,2021
1848,Consumer,2021
1849,Consumer,2023
1850,Consumer,2025
1851,Consumer,2022
1852,Consumer,2019
1853,Small Business,2023
1854,Consumer,2020
1855,Consumer,2025
1856,Consumer,2020
1857,Small Business,2023
1858,Consumer,2023
1859,Consumer,2022
1860,Consumer,2024
1861,Consumer,2025
1862,Consumer,2023
1863,Small Business,2024
1864,Consumer,2019
1865,Small Business,2020
1866,Consumer,2022
1867,Small Business,2019
1868,Small Business,2022
1869,Consumer,2019
1870,Consumer,2021
1871,Consumer,2019
1872,Small Business,2021
1873,Consumer,2021
1874,Consumer,2022
1875,Consumer,2025
1876,Small Business,2022
1877,Consumer,2020
1878,Consumer,2023
1879,Enterprise,2025
1880,Consumer,2020
1881,Small Business,2019
1882,Consumer,2025
1883,Consumer,2020
1884,Small Business,2024
1885,Consumer,2021
1886,Consumer,2024
1887,Consumer,2023
1888,Consumer,2024
1889,Consumer,2024
1890,Consumer,2022
1891,Consumer,2020
1892,Consumer,2025
1893,Consumer,2020
1894,Consumer,2021
1895,Consumer,2020
1896,Consumer,2021
1897,Small Business,2020
1898,Consumer,2024
1899,Consumer,2022
1900,Consumer,2025
1901,Small Business,2019
1902,Consumer,2022
1903,Consumer,2023
1904,Consumer,2024
1905,Consumer,2024
1906,Small Business,2023
1907,Enterprise,2024
1908,Consumer,2021
1909,Small Business,2025
1910,Consumer,2025
1911,Consumer,2025
1912,Small Business,2022
1913,Consumer,2019
1914,Consumer,2024
1915,Consumer,2021
1916,Enterprise,2024
1917,Consumer,2019
1918,Consumer,2019
1919,Consumer,2021
1920,Consumer,2025
1921,Consumer,2019
1922,Small Business,2020
1923,Small Business,2022
1924,Small Business,2024
1925,Small Business,2020
1926,Consumer,2024
1927,Consumer,2022
1928,Consumer,2024
1929,Consumer,2024
1930,Small Business,2025
1931,Consumer,2019
1932,Enterprise,2023
1933,Consumer,2022
1934,Consumer,2021
1935,Consumer,2024
1936,Consumer,2023
1937,Consumer,2022
1938,Consumer,2023
1939,Consumer,2023
1940,Small Business,2021
1941,Consumer,2021
1942,Consumer,2020
1943,Small Business,2021
1944,Consumer,2022
1945,Small Business,2020
1946,Small Business,2025
1947,Consumer,2023
1948,Consumer,2023
1949,Consumer,2023
1950,Small Business,2025
1951,Small Business,2024
1952,Consumer,2022
1953,Consumer,2021
1954,Consumer,2025
1955,Consumer,2023
1956,Enterprise,2024
1957,Consumer,2019
1958,Consumer,2021
1959,Consumer,2020
1960,Small Business,2022
1961,Enterprise,2022
1962,Consumer,2025
1963,Consumer,2019
1964,Consumer,2025
1965,Consumer,2024
1966,Consumer,2021
1967,Consumer,2020
1968,Consumer,2024
1969,Consumer,2019
1970,Consumer,2025
1971,Consumer,2025
1972,Small Business,2020
1973,Consumer,2022
1974,Small Business,2022
1975,Consumer,2024
1976,Consumer,2024
1977,Consumer,2025
1978,Consumer,2019
1979,Consumer,2024
1980,Consumer,2024
1981,Small Business,2024
1982,Consumer,2020
1983,Consumer,2024
1984,Consumer,2022
1985,Consumer,2020
1986,Small Business,2021
1987,Small Business,2021
1988,Consumer,2024
1989,Consumer,2020
1990,Consumer,2020
1991,Consumer,2021
1992,Small Business,2022
1993,Small Business,2025
1994,Consumer,2020
1995,Consumer,2025
1996,Consumer,2019
1997,Consumer,2022
1998,Consumer,2024
1999,Consumer,2021
2000,Enterprise,2020
2001,Consumer,2023
2002,Consumer,2020
2003,Consumer,2019
2004,Consumer,2019
2005,Small Business,2022
2006,Consumer,2022
2007,Small Business,2019
2008,Small Business,2020
2009,Consumer,2024
2010,Consumer,2022
2011,Enterprise,2023
2012,Consumer,2024
2013,Consumer,2025
2014,Small Business,2019
2015,Small Business,2022
2016,Consumer,2020
2017,Consumer,2023
2018,Consumer,2021
2019,Small Business,2020
2020,Consumer,2025
2021,Consumer,2022
2022,Consumer,2019
2023,Enterprise,2020
2024,Small Business,2024
2025,Consumer,2022
2026,Consumer,2025
2027,Enterprise,2019
2028,Small Business,2019
2029,Consumer,2023
2030,Consumer,2021
2031,Consumer,2025
2032,Consumer,2024
2033,Consumer,2019
2034,Consumer,2025
2035,Consumer,2025
2036,Small Business,2020
2037,Consumer,2023
2038,Consumer,2023
2039,Consumer,2019
2040,Consumer,2024
2041,Consumer,2025
2042,Consumer,2021
2043,Consumer,2025
2044,Consumer,2023
2045,Small Business,2024
2046,Consumer,2022
2047,Small Business,2023
2048,Small Business,2025
2049,Small Business,2023
2050,Consumer,2022
2051,Consumer,2020
2052,Consumer,2022
2053,Consumer,2025
2054,Consumer,2023
2055,Enterprise,2024
2056,Consumer,2020
2057,Small Business,2024
2058,Consumer,2022
2059,Consumer,2022
2060,Consumer,2019
2061,Consumer,2025
2062,Consumer,2023
2063,Consumer,2021
2064,Consumer,2022
2065,Consumer,2025
2066,Consumer,2024
2067,Enterprise,2021
2068,Consumer,2024
2069,Consumer,2019
2070,Consumer,2022
2071,Consumer,2022
2072,Consumer,2023
2073,Consumer,2019
2074,Enterprise,2021
2075,Consumer,2020
2076,Consumer,2021
2077,Consumer,2023
2078,Consumer,2019
2079,Consumer,2024
2080,Consumer,2019
2081,Consumer,2022
2082,Consumer,2024
2083,Small Business,2025
2084,Consumer,2025
2085,Consumer,2022
2086,Consumer,2022
2087,Consumer,2025
2088,Consumer,2019
2089,Consumer,2025
2090,Enterprise,2019
2091,Consumer,2019
2092,Consumer,2019
2093,Small Business,2020
2094,Small Business,2025
2095,Consumer,2020
2096,Consumer,2022
2097,Consumer,2024
2098,Small Business,2025
2099,Consumer,2022
2100,Small Business,2021
2101,Consumer,2022
2102,Small Business,2023
2103,Consumer,2021
2104,Consumer,2023
2105,Consumer,2024
2106,Consumer,2019
2107,Consumer,2024
2108,Consumer,2023
2109,Consumer,2019
2110,Consumer,2024
2111,Small Business,2022
2112,Small Business,2019
2113,Consumer,2019
2114,Consumer,2019
2115,Consumer,2021
2116,Small Business,2022
2117,Consumer,2020
2118,Consumer,2025
2119,Enterprise,2019
2120,Enterprise,2025
2121,Consumer,2020
2122,Consumer,2019
2123,Consumer,2022
2124,Small Business,2024
2125,Consumer,2023
2126,Consumer,2024
2127,Consumer,2022
2128,Consumer,2025
2129,Consumer,2024
2130,Consumer,2019
2131,Small Business,2022
2132,Small Business,2025
2133,Consumer,2024
2134,Small Business,2024
2135,Consumer,2024
2136,Consumer,2023
2137,Consumer,2021
2138,Small Business,2019
2139,Small Business,2021
2140,Small Business,2020
2141,Small Business,2024
2142,Enterprise,2021
2143,Consumer,2021
2144,Small Business,2025
2145,Consumer,2020
2146,Consumer,2024
2147,Consumer,2021
2148,Consumer,2025
2149,Consumer,2025
2150,Consumer,2021
2151,Consumer,2024
2152,Consumer,2025
2153,Small Business,2023
2154,Consumer,2025
2155,Consumer,2023
2156,Consumer,2019
2157,Consumer,2023
2158,Consumer,2020
2159,Small Business,2023
2160,Consumer,2024
2161,Consumer,2020
2162,Small Business,2023
2163,Consumer,2022
2164,Small Business,2020
2165,Consumer,2024
2166,Small Business,2024
2167,Small Business,2019
2168,Small Business,2021
2169,Consumer,2019
2170,Small Business,2023
2171,Enterprise,2025
2172,Consumer,2025
2173,Small Business,2021
2174,Small Business,2020
2175,Consumer,2021
2176,Small Business,2019
2177,Consumer,2021
2178,Consumer,2023
2179,Consumer,2019
2180,Consumer,2024
2181,Small Business,2024
2182,Consumer,2021
2183,Consumer,2024
2184,Consumer,2022
2185,Consumer,2025
2186,Small Business,2022
2187,Small Business,2023
2188,Consumer,2024
2189,Consumer,2020
2190,Consumer,2023
2191,Consumer,2024
2192,Consumer,2020
2193,Consumer,2024
2194,Consumer,2020
2195,Consumer,2023
2196,Consumer,2021
2197,Consumer,2023
2198,Small Business,2020
2199,Small Business,2024
2200,Consumer,2019
2201,Small Business,2021
2202,Small Business,2024
2203,Consumer,2019
2204,Consumer,2024
2205,Consumer,2021
2206,Small Business,2020
2207,Consumer,2024
2208,Consumer,2024
2209,Consumer,2025
2210,Consumer,2022
2211,Enterprise,2020
2212,Consumer,2023
2213,Small Business,2023
2214,Enterprise,2025
2215,Small Business,2024
2216,Consumer,2021
2217,Small Business,2022
2218,Consumer,2023
2219,Consumer,2024
2220,Small Business,2021
2221,Consumer,2020
2222,Consumer,2025
2223,Consumer,2025
2224,Small Business,2021
2225,Consumer,2019
2226,Consumer,2023
2227,Small Business,2019
2228,Consumer,2020
2229,Consumer,2022
2230,Consumer,2021
2231,Enterprise,2019
2232,Consumer,2021
2233,Consumer,2023
2234,Consumer,2024
2235,Small Business,2024
2236,Consumer,2021
2237,Consumer,2023
2238,Enterprise,2021
2239,Consumer,2023
2240,Consumer,2019
2241,Consumer,2021
2242,Small Business,2021
2243,Consumer,2023
2244,Consumer,2020
2245,Consumer,2021
2246,Small Business,2022
2247,Small Business,2023
2248,Consumer,2021
2249,Consumer,2025
